"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 0 263.47122
"3" 0 0 193.626836
"4" 0 0 128.090665
"5" 0 0 377.000569999999
"6" 0 0 84.7539925000003
"7" 0 0 155.37389825
"8" 0 0 315.298099999999
"9" 0 0 186.371905000001
"10" 0 0 224.819865999999
"11" 0 0 110.42492525
"12" 0 0 304.987978000001
"13" 0 0 296.668464249999
"14" 0 0 179.28456625
"15" 0 0 109.980480999999
"16" 0 0 305.93657725
"17" 0 0 196.4582525
"18" 0 0 313.809626499999
"19" 0 0 358.618278500001
"20" 0 0 198.413551250002
"21" 0 0 164.713082
"22" 0 0 311.989610000002
"23" 0 0 183.740206249999
"24" 0 0 355.457249999999
"25" 0 0 252.070945249998
"26" 0 0 248.309517249997
"27" 0 0 192.558656
"28" 0 0 168.070141
"29" 0 0 322.95794525
"30" 0 0 255.702785000001
"31" 0 0 299.409720500001
"32" 0 0 186.9969925
"33" 0 0 346.754599250004
"34" 0 0 258.756534250001
"35" 0 0 295.984144
"36" 0 0 227.056170499998
"37" 0 0 145.764643999999
"38" 0 0 186.130836
"39" 0 0 367.079365250002
"40" 0 0 164.668176999999
"41" 0 0 346.379936499998
"42" 0 0 308.00778925
"43" 0 0 233.391181
"44" 0 0 362.15317125
"45" 0 0 364.044842500002
"46" 0 0 265.397051249996
"47" 0 0 219.707163250001
"48" 0 0 189.36884
"49" 0 0 287.71422325
"50" 0 0 339.124731249998
"51" 0 0 239.007368
"52" 0 0 175.233092500001
"53" 0 0 286.0636325
"54" 0 0 274.8764525
"55" 0 0 207.018510499996
"56" 0 0 248.464113250001
"57" 0 0 286.980812499997
"58" 0 0 268.6745645
"59" 0 0 313.648696250001
"60" 0 0 226.493848999999
"61" 0 0 254.255010499997
"62" 0 0 187.895216249999
"63" 0 0 167.314381250001
"64" 0 0 394.996479249999
"65" 0 0 195.567329250001
"66" 0 0 312.862612249999
"67" 0 0 343.491477249999
"68" 0 0 456.860464999999
"69" 0 0 201.45545125
"70" 0 0 255.068169249998
"71" 0 0 384.931743249998
"72" 0 0 204.52138825
"73" 0 0 226.077578
"74" 0 0 298.638857249996
"75" 0 0 242.738187250002
"76" 0 0 187.371505000001
"77" 0 0 160.99434125
"78" 0 0 188.18008525
"79" 0 0 205.7973845
"80" 0 0 239.339037250001
"81" 0 0 299.292343249998
"82" 0 0 223.414561249999
"83" 0 0 444.06321325
"84" 0 0 243.60182225
"85" 0 0 303.887382499999
"86" 0 0 331.530328999999
"87" 0 0 236.80765
"88" 0 0 245.759356249999
"89" 0 0 236.519729
"90" 0 0 192.515816249998
"91" 0 0 209.065524250002
"92" 0 0 280.347417249999
"93" 0 0 158.373054500001
"94" 0 0 152.061505999999
"95" 0 0 239.529809250001
"96" 0 0 312.373111249998
"97" 0 0 230.673025249999
"98" 0 0 201.559901000001
"99" 0 0 398.704866250001
"100" 0 0 192.07248125
"101" 0 0 358.633989
"102" 0 0 343.008048499999
"103" 0 0 225.757957
"104" 0 0 234.326510500002
"105" 0 0 413.589174499999
"106" 0 0 376.053889000001
"107" 0 0 287.157223999998
"108" 0 0 163.99915325
"109" 0 0 345.106971250002
"110" 0 0 300.895538
"111" 0 0 187.424626499999
"112" 0 0 240.5237885
"113" 0 0 374.576205249998
"114" 0 0 383.653925
"115" 0 0 298.725456250001
"116" 0 0 362.47013125
"117" 0 0 302.611328499999
"118" 0 0 281.267645
"119" 0 0 297.003316249998
"120" 0 0 145.65089725
"121" 1 189.926766250001 277.678818667423
"122" 1 203.627393999999 227.482757750687
"123" 1 222.212990499998 233.431880171779
"124" 1 234.355850000001 290.990626371191
"125" 1 239.535342500001 283.429728492479
"126" 1 247.4567325 249.670502554387
"127" 1 249.917616999999 304.262874525436
"128" 1 253.065530499999 401.919209007748
"129" 1 254.405334249999 432.828766594295
"130" 1 261.0547285 441.273023468965
"131" 1 265.804132500001 438.799978537188
"132" 1 270.974112999998 303.687271492423
"133" 1 287.806696250001 422.696104061427
"134" 1 292.661525000002 349.678949533908
"135" 1 294.858151250001 346.960160730505
"136" 1 300.5271405 346.299769381137
"137" 1 303.458025250001 650.791807840463
"138" 1 306.145352000001 336.492715972
"139" 1 308.367386 431.815035588597
"140" 1 308.547641250001 527.804780382219
"141" 1 309.915894500001 360.138709972875
"142" 1 312.563024 526.158120613383
"143" 1 316.1265625 359.658357814279
"144" 1 317.19814225 668.403797231201
"145" 1 318.177381249999 377.015557243305
"146" 1 318.680113999999 441.839935159981
"147" 1 318.68833525 327.263780397074
"148" 1 318.986980250001 622.515572750382
"149" 1 319.11504125 367.295634742226
"150" 1 321.338778500001 434.472192721257
"151" 1 321.92910425 370.069050011329
"152" 1 322.300873000004 358.597682130582
"153" 1 323.624919250001 347.723720988133
"154" 1 324.950828499998 483.640770032863
"155" 1 325.4074765 601.686341027539
"156" 1 328.715094500001 330.540959040637
"157" 1 331.679217999998 423.354812472365
"158" 1 331.78397225 375.166945107817
"159" 1 333.547381 413.482255285389
"160" 1 335.6403305 390.791367877699
"161" 1 336.297348999999 391.14960558414
"162" 1 338.781856500001 378.080524694726
"163" 1 339.9052385 442.736750020648
"164" 1 341.373935249998 598.451715651276
"165" 1 344.648943249999 493.420669578636
"166" 1 345.696008500001 635.480191680423
"167" 1 347.631676249998 407.799178349237
"168" 1 350.054506 637.830679271787
"169" 1 352.38598925 527.998074579041
"170" 1 354.201322249999 404.751462978946
"171" 1 355.451905249999 388.97286342278
"172" 1 356.775750499999 380.187593729637
"173" 1 358.358746250001 374.289417573919
"174" 1 358.910404000001 600.616966897126
"175" 1 360.129936999998 377.422810367294
"176" 1 362.465714000001 452.463637115284
"177" 1 363.018009250001 486.691176148474
"178" 1 364.926466250002 410.092798691319
"179" 1 365.502236500003 474.467436830552
"180" 1 367.747116250001 477.078993434314
"181" 1 369.528630249999 484.362835687242
"182" 1 370.273701250001 491.432673473823
"183" 1 371.360875249997 440.521276960283
"184" 1 371.592391999999 386.324209542568
"185" 1 371.81108925 404.677175128982
"186" 1 371.927977 584.715218179315
"187" 1 372.623465000001 379.057787162893
"188" 1 373.068612999998 423.316976243133
"189" 1 377.87536525 414.167552006046
"190" 1 379.57625225 547.488456302621
"191" 1 381.612626000001 386.908585180175
"192" 1 384.44066225 459.225038532817
"193" 1 388.00884025 389.60394905372
"194" 1 388.5093605 537.372174753115
"195" 1 390.90716525 593.688950245127
"196" 1 390.936264500001 403.458321301549
"197" 1 391.06487025 406.347106158272
"198" 1 391.376065000001 636.786052349525
"199" 1 392.760348999999 449.349614370022
"200" 1 394.034300499997 399.139056655025
"201" 1 394.248434 465.238766019827
"202" 1 396.294297250002 441.632992973407
"203" 1 396.4744045 586.99533709529
"204" 1 401.263783999997 429.54787699208
"205" 1 401.6116765 423.716513284478
"206" 1 406.124548000001 517.818172396305
"207" 1 406.443987999998 408.628565900007
"208" 1 409.650805 555.079531598031
"209" 1 410.744857000001 418.712219226472
"210" 1 411.489032000003 431.217979522387
"211" 1 413.593951250001 437.817712058883
"212" 1 416.220906250003 501.277866581205
"213" 1 419.764590250003 536.72347565134
"214" 1 423.031084250002 612.899451102837
"215" 1 424.628450499999 858.373351940931
"216" 1 424.845317 525.284553686864
"217" 1 426.003613250001 647.123746639273
"218" 1 426.14788025 493.272169644118
"219" 1 427.477312249999 457.590106501235
"220" 1 430.1744525 430.256243679848
"221" 1 431.146993999997 449.52348486355
"222" 1 431.676406249999 454.784224408171
"223" 1 433.137505000001 526.187494320052
"224" 1 434.461261249999 472.374445322347
"225" 1 435.9562205 458.853266099222
"226" 1 436.305682249995 657.007520375786
"227" 1 436.645445 464.484973746634
"228" 1 438.979056499999 439.270011643527
"229" 1 440.917758249999 479.770153567699
"230" 1 441.8737705 523.410237634098
"231" 1 442.142369999999 504.479802581868
"232" 1 444.023916499999 449.231539532466
"233" 1 444.293809999999 510.306622358724
"234" 1 447.488652249999 517.08481428556
"235" 1 448.721111250001 506.564802817308
"236" 1 450.602952500002 533.631203729112
"237" 1 452.792717000003 950.180064383624
"238" 1 456.923380499999 512.532433209008
"239" 1 460.714356500001 696.823551971326
"240" 1 461.919882500005 494.447161122959
"241" 1 465.350212999999 596.034053581881
"242" 1 468.103070500001 499.720432046007
"243" 1 468.278766250001 488.416529780293
"244" 1 474.0807185 499.825008947415
"245" 1 475.2685645 476.043031321118
"246" 1 480.093018250002 537.265543657816
"247" 1 480.748050250001 518.097054796224
"248" 1 485.735592250001 806.564020871611
"249" 1 489.764859250001 591.705159251413
"250" 1 490.064692500003 544.932647673631
"251" 1 491.251636250003 519.870487340349
"252" 1 491.348692000002 708.735259996627
"253" 1 493.924512249999 507.507737295331
"254" 1 497.117780000003 519.517421854178
"255" 1 497.7614365 625.182703042786
"256" 1 498.510037250001 512.919627250843
"257" 1 502.666016499999 593.637102527586
"258" 1 503.053092250002 555.860150251851
"259" 1 504.722618 528.665031756937
"260" 1 507.345204250001 581.36090541298
"261" 1 511.138788249996 558.401029774389
"262" 1 511.355240500003 567.681633070671
"263" 1 512.829721000002 617.697778424799
"264" 1 513.238622499998 620.192415475209
"265" 1 515.59504625 521.105999111765
"266" 1 521.122922500002 630.130147819591
"267" 1 523.790677 533.585478702414
"268" 1 534.857545999999 545.364728417279
"269" 1 535.966436000001 622.321284290173
"270" 1 538.794568249997 539.922701960676
"271" 1 541.590002499998 553.512747484614
"272" 1 542.99698 570.430022842974
"273" 1 543.9926725 643.914353331243
"274" 1 545.088681250001 554.90594386656
"275" 1 546.953497250002 604.123063865458
"276" 1 552.680728999998 624.594712136583
"277" 1 555.877045000003 601.341846877791
"278" 1 562.318600999999 601.735034427699
"279" 1 563.994260000004 826.29582933478
"280" 1 564.333111250001 564.349857269216
"281" 1 576.637306250002 581.37203450587
"282" 1 580.555624999999 580.589726151186
"283" 1 582.9432725 641.522320724008
"284" 1 584.09347625 718.564734657642
"285" 1 586.982113999998 668.631244129433
"286" 1 588.056251249998 662.744043026539
"287" 1 594.29393425 639.893059882015
"288" 1 599.624211999998 600.568739387513
"289" 1 599.639593250001 631.569749424157
"290" 1 601.736340500003 658.918163680957
"291" 1 615.057826499998 625.802396192659
"292" 1 620.643652249998 621.438944966762
"293" 1 632.157700000001 635.840830830518
"294" 1 634.159471250001 647.76573482932
"295" 1 662.597846499998 671.043450692785
"296" 1 666.904985000003 788.524747977941
"297" 1 678.964146249997 690.973896681868
"298" 1 688.24102725 796.280263341145
"299" 1 694.904685250001 720.223547285511
"300" 1 713.104167250001 809.548918607521
"301" 1 724.019269000001 790.336148675495
"302" 1 727.35240125 843.303741732647
"303" 1 760.80367325 775.696567326587
